Valuador,Muestra,NombreProducto,CodigoProducto,CodigoMuestra
V12,5,vino13MixCampo,489,M491
V12,3,control15,420,M784
V12,1,Vinoverde13,360,M187
V12,2,vino13coop,827,M853
V12,4,vino13MixDesalcoh,510,M899
V12,6,Vinos13Desalcoh,266,M82
V13,2,vino13coop,827,M402
V13,4,vino13MixDesalcoh,510,M70
V13,6,Vinos13Desalcoh,266,M526
V13,5,vino13MixCampo,489,M85
V13,3,control15,420,M336
V13,1,Vinoverde13,360,M100
V14,4,vino13MixDesalcoh,510,M967
V14,5,vino13MixCampo,489,M772
V14,2,vino13coop,827,M965
V14,1,Vinoverde13,360,M555
V14,6,Vinos13Desalcoh,266,M503
V14,3,control15,420,M845
V15,5,vino13MixCampo,489,M717
V15,1,Vinoverde13,360,M379
V15,4,vino13MixDesalcoh,510,M209
V15,3,control15,420,M743
V15,2,vino13coop,827,M774
V15,6,Vinos13Desalcoh,266,M976
V16,1,Vinoverde13,360,M200
V16,3,control15,420,M493
V16,5,vino13MixCampo,489,M123
V16,6,Vinos13Desalcoh,266,M9
V16,4,vino13MixDesalcoh,510,M850
V16,2,vino13coop,827,M11
V17,3,control15,420,M272
V17,6,Vinos13Desalcoh,266,M255
V17,1,Vinoverde13,360,M166
V17,2,vino13coop,827,M940
V17,5,vino13MixCampo,489,M893
V17,4,vino13MixDesalcoh,510,M685
V18,6,Vinos13Desalcoh,266,M783
V18,2,vino13coop,827,M222
V18,3,control15,420,M952
V18,4,vino13MixDesalcoh,510,M305
V18,1,Vinoverde13,360,M654
V18,5,vino13MixCampo,489,M677
V19,1,Vinoverde13,360,M152
V19,6,Vinos13Desalcoh,266,M531
V19,4,vino13MixDesalcoh,510,M928
V19,3,control15,420,M628
V19,5,vino13MixCampo,489,M77
V19,2,vino13coop,827,M22
V20,6,Vinos13Desalcoh,266,M501
V20,3,control15,420,M40
V20,1,Vinoverde13,360,M207
V20,2,vino13coop,827,M439
V20,4,vino13MixDesalcoh,510,M561
V20,5,vino13MixCampo,489,M234
V21,3,control15,420,M219
V21,2,vino13coop,827,M507
V21,6,Vinos13Desalcoh,266,M280
V21,5,vino13MixCampo,489,M278
V21,1,Vinoverde13,360,M590
V21,4,vino13MixDesalcoh,510,M748
V22,2,vino13coop,827,M325
V22,5,vino13MixCampo,489,M182
V22,3,control15,420,M399
V22,4,vino13MixDesalcoh,510,M521
V22,6,Vinos13Desalcoh,266,M351
V22,1,Vinoverde13,360,M926
V23,5,vino13MixCampo,489,M261
V23,4,vino13MixDesalcoh,510,M873
V23,2,vino13coop,827,M250
V23,1,Vinoverde13,360,M942
V23,3,control15,420,M294
V23,6,Vinos13Desalcoh,266,M310
V24,4,vino13MixDesalcoh,510,M557
V24,1,Vinoverde13,360,M579
V24,5,vino13MixCampo,489,M409
V24,6,Vinos13Desalcoh,266,M596
V24,2,vino13coop,827,M414
V24,3,control15,420,M927
V25,3,control15,420,M236
V25,6,Vinos13Desalcoh,266,M103
V25,4,vino13MixDesalcoh,510,M937
V25,1,Vinoverde13,360,M920
V25,2,vino13coop,827,M492
V25,5,vino13MixCampo,489,M193
V26,6,Vinos13Desalcoh,266,M273
V26,1,Vinoverde13,360,M971
V26,3,control15,420,M104
V26,5,vino13MixCampo,489,M333
V26,4,vino13MixDesalcoh,510,M542
V26,2,vino13coop,827,M109
V27,1,Vinoverde13,360,M29
V27,5,vino13MixCampo,489,M527
V27,6,Vinos13Desalcoh,266,M8
V27,2,vino13coop,827,M658
V27,3,control15,420,M352
V27,4,vino13MixDesalcoh,510,M619
V28,5,vino13MixCampo,489,M268
V28,2,vino13coop,827,M826
V28,1,Vinoverde13,360,M405
V28,4,vino13MixDesalcoh,510,M737
V28,6,Vinos13Desalcoh,266,M304
V28,3,control15,420,M611
V29,2,vino13coop,827,M162
V29,4,vino13MixDesalcoh,510,M569
V29,5,vino13MixCampo,489,M636
V29,3,control15,420,M60
V29,1,Vinoverde13,360,M418
V29,6,Vinos13Desalcoh,266,M865
V30,4,vino13MixDesalcoh,510,M603
V30,3,control15,420,M214
V30,2,vino13coop,827,M664
V30,6,Vinos13Desalcoh,266,M550
V30,5,vino13MixCampo,489,M393
V30,1,Vinoverde13,360,M203
V31,2,vino13coop,827,M669
V31,4,vino13MixDesalcoh,510,M788
V31,5,vino13MixCampo,489,M415
V31,3,control15,420,M947
V31,1,Vinoverde13,360,M802
V31,6,Vinos13Desalcoh,266,M5
V32,4,vino13MixDesalcoh,510,M690
V32,3,control15,420,M132
V32,2,vino13coop,827,M39
V32,6,Vinos13Desalcoh,266,M186
V32,5,vino13MixCampo,489,M422
V32,1,Vinoverde13,360,M655
