Valuador,Muestra,NombreProducto,CodigoProducto,CodigoMuestra
V11,5,vino13MixCampo,489,M635
V11,4,vino13MixDesalcoh,510,M302
V11,3,control15,420,M187
V11,6,Vinos13Desalcoh,266,M651
V11,2,vino13coop,827,M759
V12,5,vino13MixCampo,489,M819
V12,3,control15,420,M775
V12,1,Vinoverde13,360,M804
V12,2,vino13coop,827,M977
V12,4,vino13MixDesalcoh,510,M189
V12,6,Vinos13Desalcoh,266,M881
V13,2,vino13coop,827,M909
V13,4,vino13MixDesalcoh,510,M115
V13,6,Vinos13Desalcoh,266,M662
V13,5,vino13MixCampo,489,M760
V13,3,control15,420,M439
V13,1,Vinoverde13,360,M231
V14,4,vino13MixDesalcoh,510,M998
V14,5,vino13MixCampo,489,M580
V14,2,vino13coop,827,M402
V14,1,Vinoverde13,360,M90
V14,6,Vinos13Desalcoh,266,M747
V14,3,control15,420,M910
V15,5,vino13MixCampo,489,M393
V15,1,Vinoverde13,360,M169
V15,4,vino13MixDesalcoh,510,M555
V15,3,control15,420,M898
V15,2,vino13coop,827,M254
V15,6,Vinos13Desalcoh,266,M19
V16,1,Vinoverde13,360,M80
V16,3,control15,420,M621
V16,5,vino13MixCampo,489,M583
V16,6,Vinos13Desalcoh,266,M811
V16,4,vino13MixDesalcoh,510,M364
V16,2,vino13coop,827,M483
V17,3,control15,420,M906
V17,6,Vinos13Desalcoh,266,M181
V17,1,Vinoverde13,360,M431
V17,2,vino13coop,827,M794
V17,5,vino13MixCampo,489,M578
V17,4,vino13MixDesalcoh,510,M325
V18,6,Vinos13Desalcoh,266,M397
V18,2,vino13coop,827,M568
V18,3,control15,420,M44
V18,4,vino13MixDesalcoh,510,M450
V18,1,Vinoverde13,360,M146
V18,5,vino13MixCampo,489,M969
V19,1,Vinoverde13,360,M21
V19,6,Vinos13Desalcoh,266,M899
V19,4,vino13MixDesalcoh,510,M535
V19,3,control15,420,M791
V19,5,vino13MixCampo,489,M160
V19,2,vino13coop,827,M888
V20,6,Vinos13Desalcoh,266,M566
V20,3,control15,420,M742
V20,1,Vinoverde13,360,M808
V20,2,vino13coop,827,M576
V20,4,vino13MixDesalcoh,510,M704
V20,5,vino13MixCampo,489,M961
V21,3,control15,420,M288
V21,2,vino13coop,827,M644
V21,6,Vinos13Desalcoh,266,M323
V21,5,vino13MixCampo,489,M949
V21,1,Vinoverde13,360,M406
V21,4,vino13MixDesalcoh,510,M841
V22,2,vino13coop,827,M462
V22,5,vino13MixCampo,489,M639
V22,3,control15,420,M432
V22,4,vino13MixDesalcoh,510,M139
V22,6,Vinos13Desalcoh,266,M195
V22,1,Vinoverde13,360,M196
V23,5,vino13MixCampo,489,M524
V23,4,vino13MixDesalcoh,510,M199
V23,2,vino13coop,827,M513
V23,1,Vinoverde13,360,M262
V23,3,control15,420,M307
V23,6,Vinos13Desalcoh,266,M873
V24,4,vino13MixDesalcoh,510,M941
V24,1,Vinoverde13,360,M389
V24,5,vino13MixCampo,489,M59
V24,6,Vinos13Desalcoh,266,M255
V24,2,vino13coop,827,M605
V24,3,control15,420,M81
V25,3,control15,420,M762
V25,6,Vinos13Desalcoh,266,M56
V25,4,vino13MixDesalcoh,510,M527
V25,1,Vinoverde13,360,M218
V25,2,vino13coop,827,M363
V25,5,vino13MixCampo,489,M940
V26,6,Vinos13Desalcoh,266,M749
V26,1,Vinoverde13,360,M648
V26,3,control15,420,M803
V26,5,vino13MixCampo,489,M100
V26,4,vino13MixDesalcoh,510,M61
V26,2,vino13coop,827,M107
V27,1,Vinoverde13,360,M816
V27,5,vino13MixCampo,489,M677
V27,6,Vinos13Desalcoh,266,M846
V27,2,vino13coop,827,M260
V27,3,control15,420,M776
V27,4,vino13MixDesalcoh,510,M795
V28,5,vino13MixCampo,489,M221
V28,2,vino13coop,827,M410
V28,1,Vinoverde13,360,M211
V28,4,vino13MixDesalcoh,510,M629
V28,6,Vinos13Desalcoh,266,M492
V28,3,control15,420,M577
V29,2,vino13coop,827,M305
V29,4,vino13MixDesalcoh,510,M543
V29,5,vino13MixCampo,489,M903
V29,3,control15,420,M385
V29,1,Vinoverde13,360,M840
V29,6,Vinos13Desalcoh,266,M755
V30,4,vino13MixDesalcoh,510,M329
V30,3,control15,420,M291
V30,2,vino13coop,827,M374
V30,6,Vinos13Desalcoh,266,M986
V30,5,vino13MixCampo,489,M767
V30,1,Vinoverde13,360,M379
V31,2,vino13coop,827,M153
V31,4,vino13MixDesalcoh,510,M430
V31,5,vino13MixCampo,489,M194
V31,3,control15,420,M88
V31,1,Vinoverde13,360,M955
V31,6,Vinos13Desalcoh,266,M565
V32,4,vino13MixDesalcoh,510,M267
V32,3,control15,420,M242
V32,2,vino13coop,827,M64
V32,6,Vinos13Desalcoh,266,M451
V32,5,vino13MixCampo,489,M149
V32,1,Vinoverde13,360,M75
